Series,Subset,Date,Season,Site,Latitude,Longitude,Transect,Transects,Station,Temperature,Visbility,Depth,DepthRange,Replicate,Species,Phase,Size,Abundance,a,b,allometric,Biomass,Holdfast Use,Blade Use ,Cover,Frondosity
15527,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,2,13,,12.7,,na,Pinguipeschilensis,NA,10,1,0.0346,2.703,17.4612809,17.4612809,,0,,
15528,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,15,na,Chromiscrusma,,10,1,0.0278,2.826,18.62279214,18.62279214,,1,,
15529,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,15,na,Chromiscrusma,,10,1,0.0278,2.826,18.62279214,18.62279214,,1,,
15530,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15531,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15532,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15533,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15534,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15535,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15536,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15537,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,15,na,Chromiscrusma,,30,1,0.0278,2.826,415.3263274,415.3263274,,0,,
15538,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Pinguipeschilensis,NA,25,1,0.0346,2.703,207.8298586,207.8298586,,0,,
15539,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,3,3,13,,12.6,,na,Pinguipeschilensis,NA,20,1,0.0346,2.703,113.6999247,113.6999247,,0,,
15540,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,,na,Pinguipeschilensis,NA,20,1,0.0346,2.703,113.6999247,113.6999247,,0,,
15541,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,20,1,0.0208,2.969,151.6426594,151.6426594,,0,,
15542,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,25,1,0.0208,2.969,294.1353489,294.1353489,,0,,
15543,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Aplodactyluspunctatus,,30,1,0.0108,3.067,366.2306128,366.2306128,,0,,
15544,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Aplodactyluspunctatus,,25,1,0.0108,3.067,209.3658102,209.3658102,,0,,
15545,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,20,1,0.0208,2.969,151.6426594,151.6426594,,0,,
15546,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,25,1,0.0208,2.969,294.1353489,294.1353489,,0,,
15547,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,20,1,0.0208,2.969,151.6426594,151.6426594,,0,,
15548,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,10,1,0.0208,2.969,19.36704381,19.36704381,,0,,
15549,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,10,1,0.0208,2.969,19.36704381,19.36704381,,0,,
15550,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,,na,Pinguipeschilensis,NA,50,1,0.0346,2.703,1353.293577,1353.293577,,0,,
15551,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,,na,Pinguipeschilensis,NA,40,1,0.0346,2.703,740.3622308,740.3622308,,0,,
15552,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,20,1,0.0208,2.969,151.6426594,151.6426594,,0,,
15553,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,,na,Pinguipeschilensis,NA,10,1,0.0346,2.703,17.4612809,17.4612809,,0,,
15554,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,,na,Pinguipeschilensis,NA,10,1,0.0346,2.703,17.4612809,17.4612809,,0,,
15555,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,,na,Pinguipeschilensis,NA,10,1,0.0346,2.703,17.4612809,17.4612809,,0,,
15556,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Aplodactyluspunctatus,,20,1,0.0108,3.067,105.6045796,105.6045796,,0,,
15557,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Aplodactyluspunctatus,,30,1,0.0108,3.067,366.2306128,366.2306128,,0,,
15558,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Aplodactyluspunctatus,,30,1,0.0108,3.067,366.2306128,366.2306128,,0,,
15559,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,25,1,0.0208,2.969,294.1353489,294.1353489,,0,,
15560,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,,na,Pinguipeschilensis,NA,40,1,0.0346,2.703,740.3622308,740.3622308,,0,,
15561,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,20,1,0.0208,2.969,151.6426594,151.6426594,,0,,
15562,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,3,13,,12.6,15,na,Cheilodactylusvariegatus,,15,1,0.0208,2.969,64.54733011,64.54733011,,0,,
15563,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,4,13,,13.3,15,na,Cheilodactylusvariegatus,,25,1,0.0208,2.969,294.1353489,294.1353489,,0,,
15564,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,4,13,,13.3,15,na,Cheilodactylusvariegatus,,5,1,0.0208,2.969,2.4734622,2.4734622,,0,,
15565,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,4,13,,13.3,,na,Pinguipeschilensis,NA,20,1,0.0346,2.703,113.6999247,113.6999247,,0,,
15566,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,4,13,,13.3,,na,Pinguipeschilensis,NA,30,1,0.0346,2.703,340.2004238,340.2004238,,0,,
15567,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,5,13,,13,15,na,Cheilodactylusvariegatus,,25,1,0.0208,2.969,294.1353489,294.1353489,,0,,
15568,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,5,13,,13,15,na,Aplodactyluspunctatus,,35,1,0.0108,3.067,587.5981875,587.5981875,,0,,
15569,Fish,11-02-14,Summer 2014,TotoralilloAMERB,-30.06926667,-71.38256667,2,4,5,13,,13,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15570,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,15,na,Aplodactyluspunctatus,,25,1,0.0108,3.067,209.3658102,209.3658102,,1,,
15571,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,15,na,Cheilodactylusvariegatus,,25,1,0.0208,2.969,294.1353489,294.1353489,,0,,
15572,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,,na,Sebastesoculatus,,20,1,0.0448,2.636,120.4461944,120.4461944,,0,,
15573,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,15,na,Chromiscrusma,,5,1,0.0278,2.826,2.62623768,2.62623768,,1,,
15574,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,15,na,Chromiscrusma,,5,1,0.0278,2.826,2.62623768,2.62623768,,1,,
15575,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,15,na,Chromiscrusma,,5,1,0.0278,2.826,2.62623768,2.62623768,,1,,
15576,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,15,na,Chromiscrusma,,5,1,0.0278,2.826,2.62623768,2.62623768,,1,,
15577,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,15,na,Chromiscrusma,,5,1,0.0278,2.826,2.62623768,2.62623768,,1,,
15578,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,1,12,12,14,15,na,Chromiscrusma,,5,1,0.0278,2.826,2.62623768,2.62623768,,1,,
15579,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,2,12,12,13,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15580,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,2,12,12,13,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15581,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,2,12,12,13,15,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15582,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,2,12,12,13,15,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15583,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,3,12,12,11.1,,na,Pinguipeschilensis,NA,50,1,0.0346,2.703,1353.293577,1353.293577,,0,,
15584,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,3,12,12,11.1,,na,Scartichthysviridis,NA,15,1,0.0191,2.736,31.5369037,31.5369037,,1,,
15585,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,4,12,12,10.3,15,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15586,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,1,4,12,12,10.3,15,na,Aplodactyluspunctatus,,25,1,0.0108,3.067,209.3658102,209.3658102,,0,,
15587,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,1,12,12,10,10,na,Chromiscrusma,,15,1,0.0278,2.826,58.57046797,58.57046797,,1,,
15588,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,10,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15589,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,10,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15590,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,10,na,Chromiscrusma,,15,1,0.0278,2.826,58.57046797,58.57046797,,1,,
15591,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,10,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15592,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,,na,Pinguipeschilensis,NA,8,1,0.0346,2.703,9.552748272,9.552748272,,1,,
15593,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,,na,Pinguipeschilensis,NA,5,1,0.0346,2.703,2.681587796,2.681587796,,1,,
15594,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,,na,Pinguipeschilensis,NA,10,1,0.0346,2.703,17.4612809,17.4612809,,1,,
15595,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,,na,Pinguipeschilensis,NA,5,1,0.0346,2.703,2.681587796,2.681587796,,1,,
15596,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,,na,Pinguipeschilensis,NA,5,1,0.0346,2.703,2.681587796,2.681587796,,1,,
15597,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,2,12,12,7.8,,na,Pinguipeschilensis,NA,35,1,0.0346,2.703,516.0502855,516.0502855,,1,,
15598,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,3,12,12,7,10,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15599,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,3,12,12,7,10,na,Chromiscrusma,,15,1,0.0278,2.826,58.57046797,58.57046797,,0,,
15600,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,1,2,3,12,12,7,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,1,,
15601,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,1,12,12,7,10,na,Cheilodactylusvariegatus,,25,1,0.0208,2.969,294.1353489,294.1353489,,0,,
15602,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,1,12,12,7,10,na,Chromiscrusma,,15,1,0.0278,2.826,58.57046797,58.57046797,,1,,
15603,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,2,12,12,12.5,,na,Scartichthysviridis,NA,15,1,0.0191,2.736,31.5369037,31.5369037,,1,,
15604,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,2,12,12,12.5,,na,Genypterus chilensis,,5,1,#N/A,#N/A,#N/A,NA,,1,,
15605,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,3,12,12,14,,na,Scartichthysviridis,NA,20,1,0.0191,2.736,69.2869486,69.2869486,,0,,
15606,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,3,12,12,14,,na,Scartichthysviridis,NA,20,1,0.0191,2.736,69.2869486,69.2869486,,0,,
15607,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,4,12,12,12.6,15,na,Cheilodactylusvariegatus,,25,1,0.0208,2.969,294.1353489,294.1353489,,1,,
15608,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,4,12,12,12.6,15,na,Aplodactyluspunctatus,,10,1,0.0108,3.067,12.60154386,12.60154386,,0,,
15609,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,4,12,12,12.6,15,na,Aplodactyluspunctatus,,35,1,0.0108,3.067,587.5981875,587.5981875,,0,,
15610,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,4,12,12,12.6,,na,Scartichthysviridis,NA,20,1,0.0191,2.736,69.2869486,69.2869486,,0,,
15611,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Aplodactyluspunctatus,,15,1,0.0108,3.067,43.70142988,43.70142988,,0,,
15612,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Aplodactyluspunctatus,,35,1,0.0108,3.067,587.5981875,587.5981875,,0,,
15613,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Aplodactyluspunctatus,,40,1,0.0108,3.067,884.9968989,884.9968989,,0,,
15614,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Cheilodactylusvariegatus,,30,1,0.0208,2.969,505.4012832,505.4012832,,0,,
15615,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15616,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15617,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15618,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15619,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15620,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15621,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15622,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15623,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,,na,Sebastesoculatus,,20,1,0.0448,2.636,120.4461944,120.4461944,,0,,
15624,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15625,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15626,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,20,1,0.0278,2.826,132.0552171,132.0552171,,0,,
15627,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Chromiscrusma,,25,1,0.0278,2.826,248.0979984,248.0979984,,0,,
15628,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15629,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15630,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,15,na,Aplodactyluspunctatus,,15,1,0.0108,3.067,43.70142988,43.70142988,,0,,
15631,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,3,5,12,12,13.3,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15632,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,1,12,12,12.9,15,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15633,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,1,12,12,12.9,,na,Pinguipeschilensis,NA,40,1,0.0346,2.703,740.3622308,740.3622308,,0,,
15634,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,1,12,12,12.9,15,na,Cheilodactylusvariegatus,,45,1,0.0208,2.969,1684.423487,1684.423487,,0,,
15635,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,2,12,12,12,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15636,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,2,12,12,12,15,na,Aplodactyluspunctatus,,45,1,0.0108,3.067,1270.066717,1270.066717,,0,,
15637,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,2,12,12,12,15,na,Cheilodactylusvariegatus,,35,1,0.0208,2.969,798.7325048,798.7325048,,1,,
15638,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,2,12,12,12,15,na,Cheilodactylusvariegatus,,30,1,0.0208,2.969,505.4012832,505.4012832,,0,,
15639,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,3,12,12,10,10,na,Aplodactyluspunctatus,,15,1,0.0108,3.067,43.70142988,43.70142988,,0,,
15640,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,3,12,12,10,10,na,Aplodactyluspunctatus,,15,1,0.0108,3.067,43.70142988,43.70142988,,0,,
15641,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,3,12,12,10,10,na,Aplodactyluspunctatus,,10,1,0.0108,3.067,12.60154386,12.60154386,,0,,
15642,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,3,12,12,10,10,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15643,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,3,12,12,10,10,na,Aplodactyluspunctatus,,15,1,0.0108,3.067,43.70142988,43.70142988,,1,,
15644,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,3,12,12,10,10,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15645,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,3,12,12,10,10,na,Aplodactyluspunctatus,,10,1,0.0108,3.067,12.60154386,12.60154386,,0,,
15646,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,4,12,12,9.9,10,na,Aplodactyluspunctatus,,5,1,0.0108,3.067,1.503712323,1.503712323,,1,,
15647,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,4,12,12,9.9,10,na,Cheilodactylusvariegatus,,30,1,0.0208,2.969,505.4012832,505.4012832,,1,,
15648,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,4,12,12,9.9,10,na,Cheilodactylusvariegatus,,35,1,0.0208,2.969,798.7325048,798.7325048,,0,,
15649,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,4,12,12,9.9,10,na,Cheilodactylusvariegatus,,30,1,0.0208,2.969,505.4012832,505.4012832,,1,,
15650,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,5,12,12,8.8,10,na,Aplodactyluspunctatus,,40,1,0.0108,3.067,884.9968989,884.9968989,,0,,
15651,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,5,12,12,8.8,10,na,Aplodactyluspunctatus,,40,1,0.0108,3.067,884.9968989,884.9968989,,0,,
15652,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,5,12,12,8.8,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15653,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,5,12,12,8.8,,na,Scartichthysviridis,NA,10,1,0.0191,2.736,10.40000067,10.40000067,,0,,
15654,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,5,12,12,8.8,,na,Scartichthysviridis,NA,15,1,0.0191,2.736,31.5369037,31.5369037,,0,,
15655,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,5,12,12,8,,na,Grausnigra,NA,45,1,0.0123,3.16,2060.898746,2060.898746,,0,,
15656,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,5,12,12,8,,na,Bovichthys chilensis,,30,1,#N/A,#N/A,#N/A,NA,,0,,
15657,Fish,12-02-14,Summer 2014,PuntatalcaOA,-30.89948333,-71.6828,2,4,5,12,12,8,,na,Pinguipeschilensis,NA,30,1,0.0346,2.703,340.2004238,340.2004238,,0,,
15658,Fish,19-02-14,Summer 2014,AlgarroboAMERB,-33.369283,-71.6964,1,1,1,15,5,13.2,15,na,Cheilodactylusvariegatus,,40,1,0.0208,2.969,1187.351894,1187.4,,0,,
15659,Fish,19-02-14,Summer 2014,AlgarroboAMERB,-33.369283,-71.6964,1,1,1,15,5,13.2,,na,Pinguipeschilensis,NA,35,1,0.0346,2.703,516.0502855,516.1,,0,,
15660,Fish,19-02-14,Summer 2014,AlgarroboAMERB,-33.369283,-71.6964,1,1,1,15,5,13.2,,na,Pinguipeschilensis,NA,45,1,0.0346,2.703,1017.910334,1017.9,,0,,
