serie,Survey,Habitat,Exposure,Site,Zone,Sampler,Date,Transect,Station-replicate,Depth,Pseudoreplicate,Species,Abundance,Width,Stipes,High 1,High 2,Mean High,Length,Frondosity,comentario,Data_Entry,Num_parches
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,5,,1,Dictyota phlyctaenodes,na,na,na,10,,10,na,3,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,5,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,5,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,6,,1,Padina fernandeziana,na,na,na,30,,30,na,4,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,6,,1,Vermetid snail,na,na,na,2,,2,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,6,,1,Dictyota phlyctaenodes,na,na,na,15,,15,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,6,,1,Centroceras clavulatum,na,na,na,2,,2,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,6,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,4
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,6,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,7,,1,Rock,na,na,na,5,,5,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,7,,1,Padina fernandeziana,na,na,na,25,,25,na,4,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,7,,1,Vermetid snail,na,na,na,2,,2,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,7,,1,Dictyota phlyctaenodes,na,na,na,10,,10,na,4,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,7,,1,Centroceras clavulatum,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,7,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,7,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,9
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,8,,1,Rock,na,na,na,40,,40,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,8,,1,Padina fernandeziana,na,na,na,30,,30,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,8,,1,Vermetid snail,na,na,na,2,,2,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,8,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,8,,1,Haliptilon sp.,na,na,na,10,,10,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,9,,1,Rock,na,na,na,50,,50,na,,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,9,,1,Dictyota phlyctaenodes,na,na,na,3,,3,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,9,,1,Centroceras clavulatum,na,na,na,5,,5,na,3,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,9,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,9,,1,Haliptilon sp.,na,na,na,10,,10,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,2,9,,1,Liagora,na,na,na,3,,3,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,1,,1,Padina fernandeziana,na,na,na,5,,5,na,3,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,1,,1,Dictyota phlyctaenodes,na,na,na,5,,5,na,3,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,1,,1,Colpomenia sinuosa,na,na,na,10,,10,na,,,,4
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,1,,1,Vermetid snail,na,na,na,3,,3,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,1,,1,Rock,na,na,na,20,,20,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,2,,1,Padina fernandeziana,na,na,na,5,,5,na,3,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,2,,1,Dictyota phlyctaenodes,na,na,na,25,,25,na,4,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,2,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,4
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,2,,1,Vermetid snail,na,na,na,2,,2,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,2,,1,Rock,na,na,na,20,,20,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,3,,1,Padina fernandeziana,na,na,na,25,,25,na,4,,,4
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,3,,1,Dictyota phlyctaenodes,na,na,na,15,,15,na,4,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,3,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,3,,1,Rock,na,na,na,30,,30,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,3,,1,Sponge,na,na,na,10,,10,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,4,,1,Padina fernandeziana,na,na,na,25,,25,na,4,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,4,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,4,,1,Centroceras clavulatum,na,na,na,2,,2,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,4,,1,Rock,na,na,na,20,,20,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,4,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,5,,1,Padina fernandeziana,na,na,na,20,,20,na,5,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,5,,1,Dictyota phlyctaenodes,na,na,na,10,,10,na,3,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,5,,1,Colpomenia sinuosa,na,na,na,10,,10,na,,,,4
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,5,,1,Vermetid snail,na,na,na,2,,2,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,5,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,6,,1,Padina fernandeziana,na,na,na,25,,25,na,5,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,6,,1,Dictyota phlyctaenodes,na,na,na,10,,10,na,4,,,5
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,6,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,6,,1,Vermetid snail,na,na,na,2,,2,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,6,,1,Rock,na,na,na,40,,40,na,,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,6,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,7,,1,Padina fernandeziana,na,na,na,20,,20,na,3,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,7,,1,Dictyota phlyctaenodes,na,na,na,10,,10,na,4,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,7,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,7,,1,Vermetid snail,na,na,na,2,,2,na,,,,2
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,7,,1,Rock,na,na,na,50,,50,na,,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,7,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,8,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,8,,1,Rock,na,na,na,50,,50,na,,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,8,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,5
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,9,,1,Colpomenia sinuosa,na,na,na,5,,5,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,9,,1,Vermetid snail,na,na,na,2,,2,na,,,,3
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,9,,1,Rock,na,na,na,40,,40,na,,,,1
,2,foliose,exposed,El Frances,shallow,Rodrigo A,23-03-18,3,9,,1,Haliptilon sp.,na,na,na,5,,5,na,,,,5
2152,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,1,,1,Rock,na,,na,5,,5,na,,,,2
2153,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,1,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2154,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,1,,1,Padina fernandeziana,,,na,10,,10,na,3,,,2
2155,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,1,,1,Dictyota phlyctaenodes,,,na,10,,10,na,4,,,2
2156,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,1,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2157,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,1,,1,Vermetid snail,,,na,2,,2,na,,,,2
2158,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,2,,1,Rock,na,,na,40,,40,na,,,,2
2159,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,2,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2160,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,2,,1,Padina fernandeziana,,,na,10,,10,na,4,,,2
2161,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,2,,1,Dictyota phlyctaenodes,,,na,10,,10,na,3,,,2
2162,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,2,,1,Haliptilon sp.,,,na,10,,10,na,,,,3
2163,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,2,,1,Vermetid snail,,,na,3,,3,na,,,,2
2164,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,2,,1,Colpomenia sinuosa,,,na,3,,3,na,,,,3
2165,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,3,,1,Rock,na,,na,10,,10,na,,,,3
2166,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,3,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2167,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,3,,1,Padina fernandeziana,,,na,15,,15,na,4,,,1
2168,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,3,,1,Dictyota phlyctaenodes,,,na,10,,10,na,4,,,3
2169,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,3,,1,Haliptilon sp.,,,na,10,,10,na,,,,2
2170,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,3,,1,Vermetid snail,,,na,3,,3,na,,,,3
2171,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,4,,1,Rock,na,,na,10,,10,na,,,,2
2172,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,4,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2173,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,4,,1,Padina fernandeziana,,,na,5,,5,na,4,,,2
2174,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,4,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2175,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,4,,1,Vermetid snail,,,na,2,,2,na,,,,2
2176,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,4,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,2
2177,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,5,,1,Rock,na,,na,10,,10,na,,,,2
2178,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,5,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2179,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,5,,1,Padina fernandeziana,,,na,20,,20,na,,,,2
2180,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,5,,1,Dictyota phlyctaenodes,,,na,15,,15,na,5,,,2
2181,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,5,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2182,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,5,,1,Vermetid snail,,,na,2,,2,na,,,,2
2183,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,6,,1,Rock,na,,na,10,,10,na,,,,2
2184,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,6,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2185,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,6,,1,Padina fernandeziana,,,na,15,,15,na,3,,,3
2186,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,6,,1,Haliptilon sp.,,,na,5,,5,na,,,,1
2187,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,7,,1,Rock,na,,na,10,,10,na,,,,1
2188,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,7,,1,Padina fernandeziana,,,na,10,,10,na,4,,,1
2189,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,7,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2190,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,7,,1,Vermetid snail,,,na,2,,2,na,,,,4
2191,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,7,,1,Colpomenia sinuosa,,,na,5,,5,na,,,,3
2192,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,8,,1,Rock,na,,na,15,,15,na,,,,3
2193,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,8,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2194,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,8,,1,Padina fernandeziana,,,na,5,,5,na,4,,,2
2195,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,8,,1,Vermetid snail,,,na,3,,3,na,,,,3
2196,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,8,,1,Colpomenia sinuosa,,,na,3,,3,na,,,,2
2197,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,9,,1,Rock,na,,na,10,,10,na,,,,1
2198,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,9,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2199,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,9,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2200,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,1,9,,1,Vermetid snail,,,na,2,,2,na,,,,3
2201,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,1,,1,Rock,na,,na,20,,20,na,,,,3
2202,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,1,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2203,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,1,,1,Padina fernandeziana,,,na,20,,20,na,5,,,5
2204,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,1,,1,Dictyota phlyctaenodes,,,na,10,,10,na,4,,,3
2205,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,1,,1,Haliptilon sp.,,,na,5,,5,na,,,,2
2206,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,1,,1,Vermetid snail,,,na,3,,3,na,,,,2
2207,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,2,,1,Rock,na,,na,20,,20,na,,,,2
2208,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,2,,1,Padina fernandeziana,,,na,5,,5,na,3,,,3
2209,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,2,,1,Dictyota phlyctaenodes,,,na,20,,20,na,5,,,4
2210,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,2,,1,Haliptilon sp.,,,na,10,,10,na,,,,2
2211,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,2,,1,Vermetid snail,,,na,3,,3,na,,,,2
2212,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,2,,1,Colpomenia sinuosa,,,na,3,,3,na,,,,2
2213,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,3,,1,Rock,na,,na,50,,50,na,,,,1
2214,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,3,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2215,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,3,,1,Padina fernandeziana,,,na,5,,5,na,3,,,1
2216,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,3,,1,Dictyota phlyctaenodes,,,na,10,,10,na,4,,,3
2217,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,3,,1,Vermetid snail,,,na,2,,2,na,,,,2
2218,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,4,,1,Rock,na,,na,10,,10,na,,,,2
2219,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,4,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2220,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,4,,1,Vermetid snail,,,na,2,,2,na,,,,3
2221,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,5,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2222,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,5,,1,Padina fernandeziana,,,na,3,,3,na,4,,,3
2223,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,5,,1,Dictyota phlyctaenodes,,,na,10,,10,na,,,,2
2224,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,5,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2225,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,6,,1,Rock,na,,na,20,,20,na,,,,3
2226,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,6,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2227,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,6,,1,Padina fernandeziana,,,na,5,,5,na,3,,,3
2228,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,6,,1,Dictyota phlyctaenodes,,,na,20,,20,na,4,,,2
2229,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,6,,1,Vermetid snail,,,na,2,,2,na,,,,3
2230,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,7,,1,Rock,na,,na,60,,60,na,,,,1
2231,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,7,,1,Padina fernandeziana,,,na,10,,10,na,5,,,3
2232,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,7,,1,Dictyota phlyctaenodes,,,na,15,,15,na,4,,,2
2233,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,7,,1,Vermetid snail,,,na,3,,3,na,,,,2
2234,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,8,,1,Rock,na,,na,10,,10,na,,,,2
2235,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,8,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2236,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,8,,1,Padina fernandeziana,,,na,20,,20,na,4,,,4
2237,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,8,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2238,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,8,,1,Vermetid snail,,,na,2,,2,na,,,,3
2239,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,9,,1,Rock,na,,na,50,,50,na,,,,1
2240,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,9,,1,Distromium skottsbergii,,,na,5,,5,na,,,,2
2241,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,9,,1,Padina fernandeziana,,,na,10,,10,na,,,,2
2242,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,9,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2243,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,2,9,,1,Vermetid snail,,,na,2,,2,na,,,,3
2244,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,1,,1,Rock,na,,na,20,,20,na,,,,2
2245,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,1,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2246,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,1,,1,Dictyota phlyctaenodes,,,na,15,,15,na,4,,,3
2247,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,1,,1,Haliptilon sp.,,,na,5,,5,na,,,,2
2248,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,2,,1,Rock,na,,na,15,,15,na,,,,3
2249,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,2,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2250,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,2,,1,Padina fernandeziana,,,na,20,,20,na,4,,,1
2251,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,2,,1,Haliptilon sp.,,,na,5,,5,na,,,,3
2252,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,2,,1,Vermetid snail,,,na,2,,2,na,,,,2
2253,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,3,,1,Rock,na,,na,10,,10,na,,,,2
2254,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,3,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2255,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,3,,1,Padina fernandeziana,,,na,15,,15,na,4,,,1
2256,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,3,,1,Dictyota phlyctaenodes,,,na,20,,20,na,4,,,3
2257,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,3,,1,Vermetid snail,,,na,2,,2,na,,,,3
2258,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,4,,1,Rock,na,,na,30,,30,na,,,,2
2259,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,4,,1,Padina fernandeziana,,,na,20,,20,na,3,,,2
2260,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,4,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2261,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,5,,1,Rock,na,,na,50,,50,na,,,,1
2262,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,5,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2263,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,5,,1,Padina fernandeziana,,,na,10,,10,na,4,,,2
2264,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,5,,1,Dictyota phlyctaenodes,,,na,5,,5,na,,,,3
2265,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,5,,1,Vermetid snail,,,na,2,,2,na,,,,2
2266,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,6,,1,Rock,na,,na,50,,50,na,,,,1
2267,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,6,,1,Distromium skottsbergii,,,na,5,,5,na,,,,4
2268,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,6,,1,Padina fernandeziana,,,na,20,,20,na,4,,,2
2269,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,6,,1,Haliptilon sp.,,,na,5,,5,na,,,,4
2270,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,6,,1,Vermetid snail,,,na,2,,2,na,,,,3
2271,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,7,,1,Rock,na,,na,50,,50,na,,,,1
2272,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,7,,1,Distromium skottsbergii,,,na,10,,10,na,,,,3
2273,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,7,,1,Padina fernandeziana,,,na,20,,20,na,5,,,4
2274,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,7,,1,Dictyota phlyctaenodes,,,na,5,,5,na,5,,,3
2275,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,7,,1,Vermetid snail,,,na,2,,2,na,,,,2
2276,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,8,,1,Rock,na,,na,20,,20,na,,,,2
2277,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,8,,1,Distromium skottsbergii,,,na,5,,5,na,,,,3
2278,2,foliose,exposed,Tres Puntas,deep,Rodrigo A,24-03-18,3,8,,1,Haliptilon sp.,,,na,5,,5,na,,,,2
