Series,Subset,Date,Season,Site,Latitude,Longitude,Transect,station,Temperature,Visbility,Depth,Replicate,Species,Phase,Size(cm),Abundance,no. stipes,Biomass,Holdfast Use,Blade Use ,Cover(%),Frondosity,
635,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
636,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
637,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
638,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
639,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,isacia conceptionis,na,8,1,na,,0,0,na,na,
640,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,7.6,na,aplodacytylus punctatus,na,50,1,na,,0,1,na,na,
641,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,aplodacytylus punctatus,na,30,1,na,,0,1,na,na,
642,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,aplodacytylus punctatus,na,25,1,na,,0,0,na,na,
643,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,aplodacytylus punctatus,na,15,1,na,,0,0,na,na,
644,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
645,Fish,11-02-15,summer2014,Quintay,,,2,na,13,10,8.3,na,helcogrammoides,na,8,1,na,,0,0,na,na,
646,Invertebrates,11-02-15,summer2014,Quintay,,,2,1,13,10,13,,Rhynchocinetes typus,na,0,10,na,na,na,na,na,na,
647,Invertebrates,11-02-15,summer2014,Quintay,,,2,1,13,10,13,,Odontaster penicillatus,na,0,1,na,na,na,na,na,na,
648,Invertebrates,11-02-15,summer2014,Quintay,,,2,1,13,10,13,,taicia,na,0,2,na,na,na,na,na,na,
649,Invertebrates,11-02-15,summer2014,Quintay,,,2,2,13,10,13,,Tegula tridentata,na,0,14,na,na,na,na,na,na,
650,Invertebrates,11-02-15,summer2014,Quintay,,,2,2,13,10,13,,Rhynchocinetes typus,na,0,13,na,na,na,na,na,na,
651,Invertebrates,11-02-15,summer2014,Quintay,,,2,3,13,10,13,,Crassilabrum crassilabrum,na,0,2,na,na,na,na,na,na,
652,Invertebrates,11-02-15,summer2014,Quintay,,,2,3,13,10,13,,Odontaster penicillatus,na,0,1,na,na,na,na,na,na,
653,Invertebrates,11-02-15,summer2014,Quintay,,,2,3,13,10,13,,Rhynchocinetes typus,na,0,12,na,na,na,na,na,na,
654,Invertebrates,11-02-15,summer2014,Quintay,,,2,4,13,10,13,,Rhynchocinetes typus,na,0,24,na,na,na,na,na,na,
655,Invertebrates,11-02-15,summer2014,Quintay,,,2,4,13,10,13,,Petrolishthes sp.,na,0,1,na,na,na,na,na,na,
656,Invertebrates,11-02-15,summer2014,Quintay,,,2,4,13,10,13,,Odontaster penicillatus,na,0,1,na,na,na,na,na,na,
657,Invertebrates,11-02-15,summer2014,Quintay,,,2,5,13,10,13,,Rhynchocinetes typus,na,0,16,na,na,na,na,na,na,
658,Invertebrates,11-02-15,summer2014,Quintay,,,2,5,13,10,13,,Odontaster penicillatus,na,0,1,na,na,na,na,na,na,
659,Invertebrates,11-02-15,summer2014,Quintay,,,2,6,13,10,13,,Tegula tridentata,na,0,1,na,na,na,na,na,na,
660,Invertebrates,11-02-15,summer2014,Quintay,,,2,6,13,10,13,,Tetrapigus niger,na,0,1,na,na,na,na,na,na,
661,Invertebrates,11-02-15,summer2014,Quintay,,,2,7,13,10,13,,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
662,Invertebrates,11-02-15,summer2014,Quintay,,,2,7,13,10,13,,Odontaster penicillatus,na,0,2,na,na,na,na,na,na,
663,Invertebrates,11-02-15,summer2014,Quintay,,,2,8,13,10,13,,Rhynchocinetes typus,na,0,25,na,na,na,na,na,na,
664,Invertebrates,11-02-15,summer2014,Quintay,,,2,9,13,10,13,,Meyenaster gelatinosus,na,0,1,na,na,na,na,na,na,
665,Invertebrates,11-02-15,summer2014,Quintay,,,2,10,13,10,13,,Rhynchocinetes typus,na,0,40,na,na,na,na,na,na,
666,Invertebrates,11-02-15,summer2014,Quintay,,,2,10,13,10,13,,Crassilabrum crassilabrum,na,0,2,na,na,na,na,na,na,
667,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,12,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
668,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,12,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
669,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,12,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
670,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,12,na,Scartichthys viridis,na,20,1,na,,0,0,na,na,
671,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,12,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
672,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,12,na,Aplodactylus punctatus,na,5,1,na,,0,1,na,na,
673,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Cheilodactylus variegatus,na,10,1,na,,0,0,na,na,
674,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Cheilodactylus variegatus,na,25,1,na,,0,0,na,na,
675,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
676,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Cheilodactylus variegatus,na,25,1,na,,0,0,na,na,
677,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
678,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Pinguipes chilensis,na,10,1,na,,0,0,na,na,
679,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
680,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
681,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Pinguipes chilensis,na,10,1,na,,0,0,na,na,
682,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,11,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
683,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10.6,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
684,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10.6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
685,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
686,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
687,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Aplodactylus punctatus,na,40,1,na,,0,1,na,na,
688,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
689,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
690,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
691,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Pinguipes chilensis,na,35,1,na,,0,0,na,na,
692,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
693,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,10,na,Aplodactylus punctatus,na,15,1,na,,0,0,na,na,
694,Invertebrates,17-02-15,summer2014,El Francés,,,1,4,15,8,10,na,Cirripedios,na,0,100,na,na,na,na,na,na,
695,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Graus nigra,na,30,1,na,,0,0,na,na,
696,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Chromis crusma,na,10,1,na,,0,0,na,na,
697,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Chromis crusma,na,15,1,na,,0,0,na,na,
698,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
699,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
700,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
701,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
702,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Cheilodactylus variegatus,na,10,1,na,,0,0,na,na,
703,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Cheilodactylus variegatus,na,15,1,na,,0,0,na,na,
704,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Scartichthys viridis,na,20,1,na,,0,0,na,na,
705,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
706,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
707,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
708,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Aplodactylus punctatus,na,35,1,na,,0,0,na,na,
709,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Pinguipes chilensis,na,50,1,na,,0,0,na,na,
710,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,8.8,na,Aplodactylus punctatus,na,40,1,na,,0,0,na,na,
711,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Aplodactylus punctatus,na,40,1,na,,0,0,na,na,
712,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
713,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
714,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
715,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
716,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
717,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
718,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
719,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
720,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
721,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
722,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
723,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
724,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
725,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
726,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Chromis crusma,na,10,1,na,,0,0,na,na,
727,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
728,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
729,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
730,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
731,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Cheilodactylus variegatus,na,10,1,na,,0,0,na,na,
732,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Aplodactylus punctatus,na,30,1,na,,0,0,na,na,
733,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,7.4,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
734,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Aplodactylus punctatus,na,5,1,na,,0,0,na,na,
735,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
736,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
737,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
738,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Aplodactylus punctatus,na,30,1,na,,0,0,na,na,
739,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Cheilodactylus variegatus,na,10,1,na,,0,0,na,na,
740,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Cheilodactylus variegatus,na,10,1,na,,0,0,na,na,
741,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Cheilodactylus variegatus,na,10,1,na,,0,0,na,na,
742,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Aplodactylus punctatus,na,30,1,na,,0,0,na,na,
743,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Aplodactylus punctatus,na,45,1,na,,0,0,na,na,
744,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Aplodactylus punctatus,na,45,1,na,,0,0,na,na,
745,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.9,na,Aplodactylus punctatus,na,45,1,na,,0,0,na,na,
746,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.3,na,Cheilodactylus variegatus,na,10,1,na,,0,0,na,na,
747,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.3,na,Aplodactylus punctatus,na,30,1,na,,0,0,na,na,
748,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.3,na,Aplodactylus punctatus,na,5,1,na,,0,0,na,na,
749,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.3,na,Aplodactylus punctatus,na,40,1,na,,0,0,na,na,
750,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.3,na,Aplodactylus punctatus,na,40,1,na,,0,0,na,na,
751,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Aplodactylus punctatus,na,30,1,na,,0,0,na,na,
752,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Aplodactylus punctatus,na,8,1,na,,0,1,na,na,
753,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Aplodactylus punctatus,na,3,1,na,,0,1,na,na,
754,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
755,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
756,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Cheilodactylus variegatus,na,10,1,na,,0,0,na,na,
757,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Cheilodactylus variegatus,na,15,1,na,,0,0,na,na,
758,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
759,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
760,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6.7,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
761,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Aplodactylus punctatus,na,5,1,na,,0,1,na,na,
762,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,6,1,na,,0,0,na,na,
763,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,6,1,na,,0,0,na,na,
764,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,6,1,na,,0,0,na,na,
765,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,6,1,na,,0,0,na,na,
766,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
767,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
768,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
769,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
770,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
771,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
772,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
773,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
774,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
775,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
776,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
777,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
778,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
779,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
780,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
781,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
782,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
783,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
784,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
785,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
786,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
787,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
788,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
789,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
790,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,12,1,na,,0,0,na,na,
791,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Scartichthys viridis,na,12,1,na,,0,0,na,na,
792,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
793,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
794,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
795,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
796,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
797,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
798,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
799,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
800,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
801,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
802,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
803,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
804,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
805,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,5,1,na,,0,0,na,na,
806,Fish,17-02-15,summer2014,El Francés,,,1,na,15,8,6,na,Helcogrammoides chilensis,na,8,1,na,,0,0,na,na,
807,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
808,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
809,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
810,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
811,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
812,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
813,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
814,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
815,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
816,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
817,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
818,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
819,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
820,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
821,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,16,na,Auchenionchus sp,na,15,1,na,,0,0,na,na,
822,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
823,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
824,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Cheilodactylus variegatus,na,20,1,na,,0,0,na,na,
825,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Cheilodactylus variegatus,na,15,1,na,,0,0,na,na,
826,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
827,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
828,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
829,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Pinguipes chilensis,na,5,1,na,,0,0,na,na,
830,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
831,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14,na,Aplodactylus punctatus,na,8,1,na,,0,1,na,na,
832,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
833,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
834,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
835,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,15,1,na,,0,0,na,na,
836,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Scartichthys viridis,na,20,1,na,,0,0,na,na,
837,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Scartichthys viridis,na,20,1,na,,0,0,na,na,
838,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
839,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Scartichthys viridis,na,10,1,na,,0,0,na,na,
840,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Scartichthys viridis,na,15,1,na,,0,0,na,na,
841,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
842,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,30,1,na,,0,0,na,na,
843,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
844,Fish,17-02-15,summer2014,El Francés,,,2,na,15,10,14.3,na,Pinguipes chilensis,na,20,1,na,,0,0,na,na,
